Scaffold,start,end,dir,feature,CGI_ID,type,ID,Description
scaffold1824,37846,44305,-1,gene,CGI_10004552,transcript,EKC24211,Cysteine and histidine-rich domain-containing protein 1 
scaffold1366,8056,14110,-1,gene,CGI_10012280,transcript,EKC27774,Tenascin-R 
scaffold1366,17393,17731,-1,gene,CGI_10012282,transcript,EKC27775,60S ribosomal protein L3 
scaffold1366,30390,31955,1,gene,CGI_10012283,transcript,EKC27776,
scaffold1366,33187,43502,1,gene,CGI_10012285,transcript,EKC27777,
scaffold1366,56257,58444,1,gene,CGI_10012286,transcript,EKC27778,Carboxylesterase 8 
scaffold1366,64442,65608,-1,gene,CGI_10012288,transcript,EKC27779,Putative G-protein coupled receptor 83 
scaffold1366,73729,84667,1,gene,CGI_10012289,transcript,EKC27780,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 
scaffold1366,85242,90157,-1,gene,CGI_10012290,transcript,EKC27781,
scaffold1366,109000,119073,1,gene,CGI_10012291,transcript,EKC27782,AP-1 complex subunit sigma-2 
scaffold1366,126212,128917,-1,gene,CGI_10012292,transcript,EKC27783,Monocarboxylate transporter 12 
scaffold1366,134919,140492,-1,gene,CGI_10012293,transcript,EKC27784,"Agmatinase, mitochondrial "
scaffold1366,149453,157718,1,gene,CGI_10012294,transcript,EKC27785,
scaffold1366,158751,162132,-1,gene,CGI_10012295,transcript,EKC27786,
scaffold1366,163589,176739,1,gene,CGI_10012296,transcript,EKC27787,Serine/threonine-protein kinase 32B 
scaffold1366,176880,180379,-1,gene,CGI_10012297,transcript,EKC27788,Acetylcholine receptor subunit alpha-like protein 
scaffold1366,191708,197634,-1,gene,CGI_10012298,transcript,EKC27789,Acetylcholine receptor subunit alpha-like 1 
scaffold1366,200479,203668,-1,gene,CGI_10012299,transcript,EKC27790,Acetylcholine receptor subunit alpha-like protein 
scaffold1366,209696,213264,-1,gene,CGI_10012300,transcript,EKC27791,Acetylcholine receptor subunit alpha-like protein 
scaffold1366,222961,224450,-1,gene,CGI_10012301,transcript,EKC27792,Acetylcholine receptor subunit beta-like 1 
scaffold1366,224781,226229,-1,gene,CGI_10012302,transcript,EKC27793,Acetylcholine receptor subunit beta-like 1 
scaffold1366,226934,234486,-1,gene,CGI_10012303,transcript,EKC27794,Acetylcholine receptor subunit beta-like 1 
scaffold1366,252170,270391,-1,gene,CGI_10012304,transcript,EKC27795,Neuronal acetylcholine receptor subunit alpha-7 
scaffold1366,303503,308082,-1,gene,CGI_10012305,transcript,EKC27796,
scaffold33840,1130,4259,-1,gene,CGI_10001135,transcript,EKC22936,
scaffold912,34749,48869,-1,gene,CGI_10002926,transcript,EKC31920,
scaffold11,61086,64490,-1,gene,CGI_10015522,transcript,EKC43064,
scaffold11,73834,80997,1,gene,CGI_10015523,transcript,EKC43065,Alpha-aminoadipic semialdehyde dehydrogenase 
scaffold11,85157,95349,-1,gene,CGI_10015524,transcript,EKC43066,Lachesin 
scaffold11,118699,122200,1,gene,CGI_10015525,transcript,EKC43067,
scaffold11,123323,129027,1,gene,CGI_10015526,transcript,EKC43068,
scaffold11,133200,151876,-1,gene,CGI_10015527,transcript,EKC43069,Breast cancer type 2 susceptibility-like protein 
scaffold11,159836,161752,-1,gene,CGI_10015528,transcript,EKC43070,Tripartite motif-containing protein 45 
scaffold11,174365,174898,1,gene,CGI_10015529,transcript,EKC43071,
scaffold11,183230,196853,1,gene,CGI_10015530,transcript,EKC43072,Dynactin subunit 1 
scaffold11,213713,214193,1,gene,CGI_10015532,transcript,EKC43073,Dynactin subunit 1 
scaffold11,250550,254732,-1,gene,CGI_10015533,transcript,EKC43074,
scaffold11,263896,274321,-1,gene,CGI_10015534,transcript,EKC43075,ADP-ribosylation factor H 
scaffold11,302386,311373,-1,gene,CGI_10015535,transcript,EKC43076,Transcription factor 15 
scaffold11,319130,321112,-1,gene,CGI_10015536,transcript,EKC43077,Tripartite motif-containing protein 45 
scaffold11,328320,330221,-1,gene,CGI_10015537,transcript,EKC43078,Tripartite motif-containing protein 45 
scaffold11,337340,338908,-1,gene,CGI_10015538,transcript,EKC43079,Tripartite motif-containing protein 59 
scaffold11,357238,372227,-1,gene,CGI_10015539,transcript,EKC43080,Coiled-coil domain-containing protein 93 
scaffold11,372958,381177,1,gene,CGI_10015540,transcript,EKC43081,
scaffold11,397560,399802,1,gene,CGI_10015541,transcript,EKC43082,Angiopoietin-related protein 1 
scaffold11,417284,425868,-1,gene,CGI_10015542,transcript,EKC43083,
C23498,82,2153,1,gene,CGI_10000132,transcript,EKC17843,
C34300,3107,11845,-1,gene,CGI_10001270,transcript,EKC17291,Vesicular glutamate transporter 3 
scaffold1519,11061,24904,1,gene,CGI_10005933,transcript,EKC26885,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 "
C28730,5315,5692,1,gene,CGI_10000464,transcript,EKC17614,Poly
scaffold630,3911,45278,1,gene,CGI_10018322,transcript,EKC34247,Origin recognition complex subunit 4 
scaffold630,47169,48974,-1,gene,CGI_10018323,transcript,EKC34248,Hairy/enhancer-of-split related with YRPW motif protein 1 
scaffold630,65471,67235,-1,gene,CGI_10018324,transcript,EKC34249,
scaffold630,80549,90707,-1,gene,CGI_10018325,transcript,EKC34250,"Alpha-(1,3)-fucosyltransferase C "
scaffold630,105768,115629,-1,gene,CGI_10018326,transcript,EKC34251,Protocadherin Fat 4 
scaffold630,118883,127454,-1,gene,CGI_10018327,transcript,EKC34252,Organic cation transporter protein 
scaffold630,155389,168660,-1,gene,CGI_10018328,transcript,EKC34253,
scaffold630,227950,240900,-1,gene,CGI_10018329,transcript,EKC34254,
scaffold630,254290,268362,1,gene,CGI_10018331,transcript,EKC34255,Scavenger receptor class F member 2 
scaffold630,340806,353631,-1,gene,CGI_10018332,transcript,EKC34256,
scaffold630,373403,389900,-1,gene,CGI_10018333,transcript,EKC34257,
scaffold630,391099,413660,1,gene,CGI_10018334,transcript,EKC34258,
scaffold630,441503,454428,1,gene,CGI_10018336,transcript,EKC34259,Putative ATP-dependent RNA helicase an3 
scaffold630,454721,477432,1,gene,CGI_10018337,transcript,EKC34260,Golgin-45 
scaffold630,483675,488651,1,gene,CGI_10018339,transcript,EKC34261,
scaffold630,492336,537451,1,gene,CGI_10018340,transcript,EKC34262,
scaffold630,537657,540803,1,gene,CGI_10018341,transcript,EKC34263,
scaffold630,541240,543572,1,gene,CGI_10018342,transcript,EKC34264,
C35028,137,20595,1,gene,CGI_10001397,transcript,EKC17255,Tripartite motif-containing protein 3 
scaffold1254,2461,9836,-1,gene,CGI_10000919,transcript,EKC28794,Toll-like receptor 13 
scaffold1755,30793,36083,1,gene,CGI_10002648,transcript,EKC24827,
scaffold99,22545,38354,1,gene,CGI_10021189,transcript,EKC41848,Heat shock 70 kDa protein 12A 
scaffold99,98263,105521,-1,gene,CGI_10021190,transcript,EKC41849,Abhydrolase domain-containing protein 14A 
scaffold99,106780,117604,-1,gene,CGI_10021191,transcript,EKC41850,
scaffold99,203484,219697,-1,gene,CGI_10021192,transcript,EKC41851,Neurogenic locus notch-like protein 4 
scaffold99,226560,229058,1,gene,CGI_10021193,transcript,EKC41852,Caveolin 
scaffold99,230776,232638,-1,gene,CGI_10021194,transcript,EKC41853,Metallothionein 
scaffold99,235492,241625,1,gene,CGI_10021195,transcript,EKC41854,
scaffold99,242063,243571,-1,gene,CGI_10021196,transcript,EKC41855,Metallothionein 
scaffold99,269898,281100,-1,gene,CGI_10021197,transcript,EKC41856,
scaffold99,285525,285902,1,gene,CGI_10021198,transcript,EKC41857,
scaffold99,330566,346310,-1,gene,CGI_10021200,transcript,EKC41858,Multiple epidermal growth factor-like domains 10 
scaffold99,346755,358299,1,gene,CGI_10021201,transcript,EKC41859,
scaffold99,358334,365567,1,gene,CGI_10021202,transcript,EKC41860,
scaffold99,368029,375712,-1,gene,CGI_10021203,transcript,EKC41861,
scaffold99,400909,430905,-1,gene,CGI_10021206,transcript,EKC41862,Multiple epidermal growth factor-like domains 6 
scaffold99,444016,444273,-1,gene,CGI_10021207,transcript,EKC41863,L-rhamnose-binding lectin CSL3 
scaffold99,460652,481021,-1,gene,CGI_10021208,transcript,EKC41864,
scaffold99,507439,507609,1,gene,CGI_10021209,transcript,EKC41865,
scaffold99,524280,524582,1,gene,CGI_10021210,transcript,EKC41866,
scaffold99,534300,547447,1,gene,CGI_10021211,transcript,EKC41867,Protocadherin Fat 4 
scaffold99,575342,578668,1,gene,CGI_10021212,transcript,EKC41868,Protein-L-isoaspartate O-methyltransferase 
scaffold99,582311,589592,-1,gene,CGI_10021213,transcript,EKC41869,Low-density lipoprotein receptor-related protein 11 
scaffold99,601112,622168,-1,gene,CGI_10021215,transcript,EKC41870,Transmembrane protein 62 
scaffold99,628110,642607,1,gene,CGI_10021217,transcript,EKC41871,Nuclear RNA export factor 1 
scaffold99,644788,656030,-1,gene,CGI_10021218,transcript,EKC41872,U4/U6.U5 tri-snRNP-associated protein 1 
scaffold99,659556,676277,1,gene,CGI_10021219,transcript,EKC41873,Kelch domain-containing protein 3 
scaffold42866,1190,1390,1,gene,CGI_10007987,transcript,EKC19665,Ficolin-2 
scaffold42866,3312,4168,1,gene,CGI_10007988,transcript,EKC19666,
scaffold42866,4204,26490,1,gene,CGI_10007989,transcript,EKC19667,Fucolectin 
scaffold42866,28244,41525,1,gene,CGI_10007990,transcript,EKC19668,Fucolectin 
scaffold42866,43150,93731,1,gene,CGI_10007991,transcript,EKC19669,Fibrinogen C domain-containing protein 1 
scaffold42866,123468,133153,1,gene,CGI_10007992,transcript,EKC19670,IgGFc-binding protein 
scaffold42866,133239,156635,1,gene,CGI_10007993,transcript,EKC19671,Ficolin-2 
scaffold42866,165416,166152,-1,gene,CGI_10007994,transcript,EKC19672,Complement C1q-like protein 3 
scaffold42866,194497,195233,-1,gene,CGI_10007995,transcript,EKC19673,Complement C1q-like protein 3 
scaffold278,23995,24900,1,gene,CGI_10005565,transcript,EKC39225,Poly
scaffold278,28831,29874,-1,gene,CGI_10005566,transcript,EKC39226,Heat shock 70 kDa protein 12A 
scaffold278,38301,45198,-1,gene,CGI_10005567,transcript,EKC39227,Aggrecan core protein 
scaffold278,54742,58856,1,gene,CGI_10005568,transcript,EKC39228,Vacuolar protein sorting-associated protein VTA1-like protein 
scaffold278,60225,63440,-1,gene,CGI_10005569,transcript,EKC39229,
scaffold278,70447,88940,1,gene,CGI_10005570,transcript,EKC39230,
scaffold278,92679,104150,-1,gene,CGI_10005571,transcript,EKC39231,Neuropeptide capa receptor 
scaffold278,120385,122113,-1,gene,CGI_10005572,transcript,EKC39232,
scaffold278,124547,128467,-1,gene,CGI_10005573,transcript,EKC39233,
scaffold43696,2631,16978,1,gene,CGI_10011797,transcript,EKC18552,
scaffold43696,37332,51830,1,gene,CGI_10011799,transcript,EKC18553,Sodium bicarbonate transporter-like protein 11 
scaffold43696,54300,61779,-1,gene,CGI_10011800,transcript,EKC18554,DNA-directed RNA polymerase I subunit RPA49 
scaffold43696,66159,74428,-1,gene,CGI_10011801,transcript,EKC18555,Putative polypeptide N-acetylgalactosaminyltransferase 10 
scaffold43696,101319,108605,-1,gene,CGI_10011802,transcript,CGI_10011802.1,
scaffold43696,129088,133892,1,gene,CGI_10011803,transcript,EKC18556,
scaffold43696,186841,193400,1,gene,CGI_10011804,transcript,EKC18557,
scaffold43696,200896,208237,1,gene,CGI_10011805,transcript,EKC18558,
scaffold43696,259940,277072,1,gene,CGI_10011806,transcript,EKC18559,Tyrosine-protein kinase transmembrane receptor Ror 
scaffold43696,289854,290873,-1,gene,CGI_10011807,transcript,EKC18560,"Beta-1,3-galactosyltransferase 1 "
scaffold43036,24277,27152,-1,gene,CGI_10008493,transcript,EKC19428,Ubiquitin 
scaffold43036,28706,41484,1,gene,CGI_10008494,transcript,EKC19429,Zinc finger protein ZPR1 
scaffold43036,70613,92040,1,gene,CGI_10008495,transcript,EKC19430,Butyrophilin-like protein 1 
scaffold43036,97200,112073,1,gene,CGI_10008496,transcript,EKC19431,Protein turtle 
scaffold43036,115757,129303,-1,gene,CGI_10008497,transcript,EKC19432,Inositol-trisphosphate 3-kinase C 
scaffold43036,148188,171820,1,gene,CGI_10008498,transcript,EKC19433,DNA primase 
scaffold43036,198515,200816,1,gene,CGI_10008499,transcript,EKC19434,Mitogen-activated protein kinase kinase kinase 2 
scaffold49,85891,94441,1,gene,CGI_10013273,transcript,EKC42644,
scaffold49,96432,99725,1,gene,CGI_10013274,transcript,EKC42645,
scaffold49,101684,107000,1,gene,CGI_10013275,transcript,EKC42646,
scaffold49,121699,121983,-1,gene,CGI_10013276,transcript,EKC42647,
scaffold49,124845,125526,1,gene,CGI_10013277,transcript,EKC42648,
scaffold49,129676,130387,1,gene,CGI_10013278,transcript,EKC42649,
scaffold49,132806,133592,1,gene,CGI_10013279,transcript,EKC42650,
scaffold49,138048,138469,1,gene,CGI_10013280,transcript,EKC42651,
scaffold49,142271,145889,1,gene,CGI_10013281,transcript,EKC42652,Tenascin-R 
scaffold49,150897,151184,-1,gene,CGI_10013282,transcript,EKC42653,
scaffold49,182743,183327,1,gene,CGI_10013283,transcript,EKC42654,
scaffold49,216890,217606,1,gene,CGI_10013284,transcript,EKC42655,
scaffold49,270599,295772,-1,gene,CGI_10013286,transcript,EKC42656,TBC1 domain family member 13 
scaffold49,328739,333495,1,gene,CGI_10013289,transcript,EKC42657,
scaffold49,336696,351025,1,gene,CGI_10013290,transcript,EKC42658,Cell death abnormality protein 1 
scaffold37378,867,2832,-1,gene,CGI_10002345,transcript,EKC22407,Organic cation transporter protein 
scaffold37378,8384,11446,-1,gene,CGI_10002346,transcript,EKC22408,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial "
scaffold37378,32609,39351,1,gene,CGI_10002347,transcript,EKC22409,TIMELESS-interacting protein 
scaffold37378,41912,42693,-1,gene,CGI_10002348,transcript,EKC22410,
scaffold1116,102,5439,-1,gene,CGI_10009119,transcript,EKC30095,Multiple epidermal growth factor-like domains 6 
scaffold1116,7749,9153,-1,gene,CGI_10009120,transcript,EKC30096,Multiple epidermal growth factor-like domains 10 
scaffold1116,52332,58887,-1,gene,CGI_10009121,transcript,EKC30097,Estradiol 17-beta-dehydrogenase 11 
scaffold1116,58955,62839,1,gene,CGI_10009122,transcript,EKC30098,Bystin 
scaffold1116,64742,71164,-1,gene,CGI_10009123,transcript,EKC30099,ADAM family mig-17 
scaffold1116,73360,77666,1,gene,CGI_10009124,transcript,EKC30100,Phosphopantothenate--cysteine ligase 
scaffold1116,78557,84929,-1,gene,CGI_10009125,transcript,EKC30101,CWF19-like protein 1 
scaffold1116,86743,96646,1,gene,CGI_10009126,transcript,EKC30102,UPF0470 protein C19orf51-like protein 
scaffold1116,97256,99751,-1,gene,CGI_10009127,transcript,EKC30103,Trafficking protein particle complex subunit 4 
scaffold1116,104299,105676,1,gene,CGI_10009128,transcript,EKC30104,Ligand of Numb protein X 2 
scaffold1116,114492,125932,1,gene,CGI_10009129,transcript,EKC30105,Ligand of Numb protein X 2 
scaffold1116,131847,133136,-1,gene,CGI_10009130,transcript,EKC30106,Tachykinin-like peptide receptor 86C 
scaffold1116,139856,140194,1,gene,CGI_10009131,transcript,EKC30107,RAS and EF-hand domain-containing-like protein 
scaffold1116,144288,153983,1,gene,CGI_10009132,transcript,EKC30108,RAS and EF-hand domain-containing protein 
scaffold1116,158249,188024,-1,gene,CGI_10009133,transcript,EKC30109,DNA-binding protein RFX6 
scaffold1116,202815,206019,-1,gene,CGI_10009134,transcript,EKC30110,Activator of basal transcription 1 
scaffold1116,206321,224397,1,gene,CGI_10009135,transcript,EKC30111,Extended synaptotagmin-2 
scaffold890,13709,14146,-1,gene,CGI_10014455,transcript,EKC32040,
scaffold890,15215,15439,-1,gene,CGI_10014456,transcript,EKC32041,
scaffold890,15893,32108,-1,gene,CGI_10014457,transcript,EKC32042,Lipid phosphate phosphatase-related protein type 5 
scaffold890,34355,36599,-1,gene,CGI_10014458,transcript,EKC32043,
scaffold890,38933,45696,1,gene,CGI_10014459,transcript,EKC32044,Stromal membrane-associated protein 2 
scaffold890,46122,73210,1,gene,CGI_10014460,transcript,EKC32045,DNA-directed RNA polymerase 
scaffold890,80022,80987,-1,gene,CGI_10014463,transcript,EKC32046,"Beta-1,3-galactosyltransferase 4 "
scaffold890,84536,98336,1,gene,CGI_10014465,transcript,EKC32047,Peroxiredoxin-1 
scaffold890,106817,120774,1,gene,CGI_10014466,transcript,EKC32048,Intraflagellar transport protein 74-like protein 
scaffold890,121214,125567,1,gene,CGI_10014467,transcript,EKC32049,Methyltransferase-like protein 4 
scaffold890,128114,136232,-1,gene,CGI_10014468,transcript,EKC32050,
scaffold890,138690,153467,-1,gene,CGI_10014469,transcript,EKC32051,
scaffold890,176536,187315,-1,gene,CGI_10014470,transcript,EKC32052,
scaffold890,195536,207766,-1,gene,CGI_10014471,transcript,EKC32053,Cytochrome P450 4V2 
scaffold890,213327,219727,-1,gene,CGI_10014472,transcript,EKC32054,Cytochrome P450 4V2 
scaffold890,224824,230137,1,gene,CGI_10014473,transcript,EKC32055,Putative ATP-dependent RNA helicase DDX5 
scaffold890,241032,244868,1,gene,CGI_10014474,transcript,EKC32056,Serine hydroxymethyltransferase 
scaffold890,248626,254230,-1,gene,CGI_10014475,transcript,EKC32057,Clusterin-associated protein 1 
scaffold890,257924,258781,1,gene,CGI_10014476,transcript,EKC32058,Testis-specific serine/threonine-protein kinase 1 
scaffold890,260350,264319,-1,gene,CGI_10014477,transcript,EKC32059,Elongation of very long chain fatty acids protein 6 
scaffold890,276803,278352,1,gene,CGI_10014478,transcript,EKC32060,Thioredoxin domain-containing protein 15 
scaffold890,279605,286535,-1,gene,CGI_10014479,transcript,EKC32061,Ras-associating and dilute domain-containing protein 
scaffold890,287435,312343,-1,gene,CGI_10014480,transcript,EKC32062,Hepatocyte growth factor-regulated tyrosine kinase substrate 
scaffold890,373730,380801,-1,gene,CGI_10014482,transcript,EKC32063,
scaffold890,381628,401435,-1,gene,CGI_10014483,transcript,EKC32064,Contactin 
scaffold563,32054,55715,-1,gene,CGI_10019817,transcript,EKC35219,
scaffold563,81299,89476,1,gene,CGI_10019818,transcript,EKC35220,
scaffold563,89696,101686,1,gene,CGI_10019820,transcript,EKC35221,
scaffold563,102730,109015,1,gene,CGI_10019821,transcript,EKC35222,Protein dcd1A 
scaffold563,112960,147299,-1,gene,CGI_10019822,transcript,EKC35223,Discoidin domain-containing receptor 2 
scaffold563,189290,195396,1,gene,CGI_10019823,transcript,EKC35224,
scaffold563,215550,215792,1,gene,CGI_10019824,transcript,EKC35225,
scaffold563,221021,229296,-1,gene,CGI_10019825,transcript,EKC35226,
scaffold563,237679,252456,-1,gene,CGI_10019827,transcript,EKC35227,Alpha-N-acetylgalactosaminidase 
scaffold563,253644,258006,1,gene,CGI_10019828,transcript,EKC35228,
scaffold563,260922,262018,-1,gene,CGI_10019829,transcript,EKC35229,UPF0670 protein C8orf55-like protein 
scaffold563,265850,265999,-1,gene,CGI_10019830,transcript,EKC35230,Mitochondrial import inner membrane translocase subunit Tim8 
